ID	CorrectedPvalue	Name	GeneMembers	NumGenes
GO:0009126	0.01794709	purine nucleoside monophosphate metabolic process	AK3|AK5|ALDOA|ALDOC|ATP1A2|ATP6V1A|ATP6V1B2|COQ9|COX4I1|COX5A|COX5B|COX7B|CYC1|CYCS|DLD|DLG2|ENO1|GMPS|HK1|HPRT1|HSPA8|IMPDH2|LHPP|NDUFA4|NDUFA6|NDUFAB1|NDUFB10|NDUFB5|NDUFB8|NDUFB9|NDUFS1|NDUFS3|NDUFS5|NDUFV1|NT5E|OGDH|OGDHL|OLA1|PAICS|PFAS|PFKFB2|PFKP|PGK1|PGM1|PGM2L1|PKM|PRPS2|SDHA|SLC25A25|TJP2|TPI1|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|VCP|	56
GO:0006082	0.01933629	organic acid metabolic process	AASDHPPT|ABAT|ABCD3|ABHD16A|ACAA2|ACADM|ACADSB|ACADVL|ACAT2|ACLY|ACO1|ACO2|ACSL1|ACSL3|ACSL6|ACSS1|ADH5|ADO|AHCYL1|AHCYL2|ALDH1L1|ALDH3A2|ALDH4A1|ALDH5A1|ALDH6A1|ALDH7A1|ALDOA|ALDOC|ASRGL1|ATCAY|BCAN|BDH2|BSG|CBR1|CBS|CKB|CKMT1A|CMAS|CRYL1|CRYM|CSPG5|CYP46A1|DDAH1|DLAT|DLD|ECH1|ENO1|ENOPH1|ETFDH|FAHD1|FARSA|FARSB|FN3K|GAD1|GAD2|GARS|GATM|GGT7|GLO1|GLS|GLUD1|GLUL|GMPS|GNPDA1|GOT1|GOT2|GPX4|GSTM2|GSTO1|HACD3|HADH|HARS|HK1|IARS|IDH1|IDH2|IDH3A|IDH3B|IVD|LYPLA1|MAPK3|MDH1|ME1|ME3|MGLL|NAGK|NARS|NAT8L|NCAN|NDUFAB1|NIT2|NNT|OGDH|OGDHL|PARK7|PCCB|PDHA1|PFAS|PFKFB2|PFKP|PGD|PGK1|PGM1|PGM2L1|PHGDH|PKM|PLP1|PNKD|PPA1|PRKAR2B|PRODH|PRPS1|PTGDS|PTGES3|PTGR1|QDPR|QKI|SARS|SDHA|SDHB|SERINC3|SLC16A1|SLC1A3|SLC25A12|SLC2A1|SMS|SUCLA2|SUCLG2|TARS|TPI1|UGP2|VARS|VCAN|VDAC1|WARS|	135
GO:0055114	0.02227068	oxidation-reduction process	ABCD3|ACAA2|ACADM|ACADSB|ACADVL|ACAT2|ACO1|ACO2|ACSS1|ADH5|ADO|ALDH1A1|ALDH1L1|ALDH3A2|ALDH4A1|ALDH5A1|ALDH6A1|ALDH7A1|ALDOA|ALDOC|APEX1|BDH1|BDH2|CBR1|CBS|COQ9|COX4I1|COX5A|COX5B|COX7B|CRYL1|CRYM|CYB5R1|CYC1|CYCS|CYP46A1|DHCR7|DHRS7|DLAT|DLD|ECH1|ENO1|ETFDH|FAHD1|GAA|GLUD1|GNAS|GPD2|GPHN|GPX4|GSTO1|GYG1|HADH|HIF1AN|HIGD1A|HK1|HMOX2|HSDL1|HSDL2|IDH1|IDH2|IDH3A|IDH3B|IMPDH2|IVD|KCNAB2|MAOA|MAOB|MDH1|ME1|ME3|MICAL3|MOXD1|MT3|NDUFA4|NDUFA6|NDUFAB1|NDUFB10|NDUFB5|NDUFB8|NDUFB9|NDUFS1|NDUFS3|NDUFS5|NDUFV1|NNT|NQO2|OGDH|OGDHL|OXR1|PARK7|PDHA1|PDIA6|PFKP|PGD|PGK1|PGM1|PGM2L1|PHGDH|PKM|PPP1CC|PRDX1|PRDX2|PRODH|PTGR1|PYGB|PYGM|QDPR|RDH11|SDHA|SDHB|SLC25A12|SLC25A22|SLC25A25|SOD2|SUCLA2|SUCLG2|TPI1|TXNL1|UGP2|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|VAT1|	125
GO:0009161	0.02558612	ribonucleoside monophosphate metabolic process	AK3|AK5|ALDOA|ALDOC|ATP1A2|ATP6V1A|ATP6V1B2|COQ9|COX4I1|COX5A|COX5B|COX7B|CYC1|CYCS|DLD|DLG2|ENO1|GMPS|HK1|HPRT1|HSPA8|IMPDH2|LHPP|NDUFA4|NDUFA6|NDUFAB1|NDUFB10|NDUFB5|NDUFB8|NDUFB9|NDUFS1|NDUFS3|NDUFS5|NDUFV1|NT5E|OGDH|OGDHL|OLA1|PAICS|PFAS|PFKFB2|PFKP|PGK1|PGM1|PGM2L1|PKM|PRPS1|PRPS2|SDHA|SLC25A25|TJP2|TPI1|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|VCP|	57
GO:0009123	0.02649991	nucleoside monophosphate metabolic process	AK3|AK5|ALDOA|ALDOC|ATP1A2|ATP6V1A|ATP6V1B2|COQ9|COX4I1|COX5A|COX5B|COX7B|CYC1|CYCS|DLD|DLG2|ENO1|GMPS|HK1|HPRT1|HSPA8|IMPDH2|LHPP|NDUFA4|NDUFA6|NDUFAB1|NDUFB10|NDUFB5|NDUFB8|NDUFB9|NDUFS1|NDUFS3|NDUFS5|NDUFV1|NT5E|OGDH|OGDHL|OLA1|PAICS|PFAS|PFKFB2|PFKP|PGK1|PGM1|PGM2L1|PKM|PRPS1|PRPS2|SDHA|SLC25A25|TJP2|TPI1|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|VCP|	57
GO:0042552	0.029146	myelination	ABCA2|ADAM22|AFG3L2|BCAS1|CD9|CLU|CNTNAP1|EPB41L3|GPC1|MAL2|MTMR2|NTRK2|PLP1|QKI|SIRT2|	15
GO:0071774	0.02986455	response to fibroblast growth factor	FIBP|HNRNPH1|IQGAP1|MAPK1|MAPK3|PTBP1|	6
GO:0007272	0.03000324	ensheathment of neurons	ABCA2|ADAM22|AFG3L2|BCAS1|CD9|CLU|CNTNAP1|EPB41L3|GPC1|MAL2|MTMR2|NTRK2|PLP1|QKI|SIRT2|	15
GO:0008366	0.03000324	axon ensheathment	ABCA2|ADAM22|AFG3L2|BCAS1|CD9|CLU|CNTNAP1|EPB41L3|GPC1|MAL2|MTMR2|NTRK2|PLP1|QKI|SIRT2|	15
GO:0070527	0.03054567	platelet aggregation	ACTN1|CSRP1|FIBP|GNAS|MYH9|RAP2B|STXBP1|TLN1|VCL|	9
GO:0044344	0.03079781	cellular response to fibroblast growth factor stimulus	FIBP|HNRNPH1|IQGAP1|MAPK1|MAPK3|PTBP1|	6
