ID	CorrectedPvalue	Name	GeneMembers	NumGenes
GO:2001141	0.001127	regulation of RNA biosynthetic process	ABCA2|ACTL6B|ACTN1|ACTN4|ACTR3|ADCY1|AGT|APEX1|APOE|ARF4|ARHGEF11|ARHGEF2|ATP2B4|BAG3|BASP1|BMPR2|C1QBP|CALCOCO1|CALR|CAMK1D|CAMK2A|CAMK2D|CAMKK2|CAND1|CARM1|CBX3|CD200|CD81|CLU|COPS2|CRTC1|CRYAB|CRYM|CUL2|DDX1|DNAJB1|DNAJB6|DNM2|EIF4A2|ENO1|ERBB4|ERC1|EZR|FUBP1|G3BP2|GAS7|GLO1|GRIN1|H1F0|H1FX|H3F3A|HIF1AN|HIGD1A|HIST1H1E|HNRNPAB|HNRNPK|HOPX|HRAS|HSPA8|ILF2|ITGA6|KHDRBS1|LANCL2|LRRFIP1|MAP2K1|MAPK1|MAPK10|MAPK3|MAPK9|MAPRE3|MT3|MTPN|MYEF2|MYO6|NFIA|NME2|NPM1|PA2G4|PARK7|PDE2A|PEX14|PFN1|PIK3R1|PIN1|PLCB1|PLXND1|PPID|PPP1R12A|PPP2CA|PPP2R1A|PPP3CA|PPP3R1|PRDX2|PRKAR1A|PRKCB|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|PTPRN|PURA|RALY|RAN|RPL10|RPL23|RPS3|RUVBL2|SARS|SCAI|SEC14L2|SEMA4D|SFPQ|SIRT2|SLC30A9|SMPD3|SNX6|SOD2|SORL1|SRI|SRRT|STAT1|STRAP|SUB1|SUMO2|TMPO|TSC22D2|TSFM|UBA3|UBE2O|USP7|WASL|WBP2|WDR61|WFS1|XRCC5|XRCC6|YBX1|YWHAB|YWHAH|YWHAQ|	159
GO:1903506	0.001198	regulation of nucleic acid-templated transcription	ABCA2|ACTL6B|ACTN1|ACTN4|ACTR3|ADCY1|AGT|APEX1|APOE|ARF4|ARHGEF11|ARHGEF2|ATP2B4|BAG3|BASP1|BMPR2|C1QBP|CALCOCO1|CALR|CAMK1D|CAMK2A|CAMK2D|CAMKK2|CAND1|CARM1|CBX3|CD200|CD81|CLU|COPS2|CRTC1|CRYAB|CRYM|CUL2|DDX1|DNAJB1|DNAJB6|DNM2|EIF4A2|ENO1|ERBB4|ERC1|EZR|FUBP1|G3BP2|GAS7|GLO1|GRIN1|H1F0|H1FX|H3F3A|HIF1AN|HIGD1A|HIST1H1E|HNRNPAB|HNRNPK|HOPX|HRAS|HSPA8|ILF2|ITGA6|KHDRBS1|LANCL2|LRRFIP1|MAP2K1|MAPK1|MAPK10|MAPK3|MAPK9|MAPRE3|MT3|MTPN|MYEF2|MYO6|NFIA|NME2|NPM1|PA2G4|PARK7|PDE2A|PEX14|PFN1|PIK3R1|PIN1|PLCB1|PLXND1|PPID|PPP1R12A|PPP2CA|PPP2R1A|PPP3CA|PPP3R1|PRDX2|PRKAR1A|PRKCB|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|PTPRN|PURA|RALY|RAN|RPL10|RPL23|RPS3|RUVBL2|SARS|SCAI|SEC14L2|SEMA4D|SFPQ|SIRT2|SLC30A9|SMPD3|SNX6|SOD2|SORL1|SRI|SRRT|STAT1|STRAP|SUB1|SUMO2|TMPO|TSC22D2|TSFM|UBA3|UBE2O|USP7|WASL|WBP2|WDR61|WFS1|XRCC5|XRCC6|YBX1|YWHAB|YWHAH|YWHAQ|	159
GO:2000112	0.001199	regulation of cellular macromolecule biosynthetic process	ABCA2|ACO1|ACTL6B|ACTR3|ADCY1|AGT|APOE|ARF4|ARHGEF11|ARHGEF2|ATP2B4|BAG3|BASP1|BMPR2|C1QBP|CALCOCO1|CALR|CAMK1D|CAMK2A|CAMK2D|CAMKK2|CAND1|CARM1|CBX3|CCDC88A|CCT2|CCT3|CCT4|CCT5|CCT6A|CCT7|CCT8|CD200|CD81|CDC42|CIRBP|CLU|COPS2|CRTC1|CRYAB|CRYM|CUL2|CYFIP1|DDX1|DNAJB1|DNAJB6|DNM2|EIF2S1|EIF3E|EIF3H|EIF4A2|EIF4A3|EIF4B|EIF4E|ENO1|ERBB4|ERC1|EZR|FUBP1|G3BP2|GAS7|GLO1|GRIN1|GRM5|H1F0|H1FX|H3F3A|HABP4|HIF1AN|HIGD1A|HIST1H1E|HNRNPAB|HNRNPK|HOPX|HRAS|HSP90AB1|HSPA8|ILF2|ITGA6|KHDRBS1|LANCL2|LRPPRC|LRRFIP1|MAP2K1|MAP2K4|MAPK1|MAPK10|MAPK3|MAPK9|MAPRE3|MT3|MTIF2|MTPN|MYEF2|MYO6|NECAB1|NECAB2|NFIA|NME2|NPM1|PA2G4|PAIP1|PARK7|PDE2A|PEX14|PFN1|PIK3R1|PIN1|PLCB1|PLXND1|PPID|PPP1R12A|PPP2CA|PPP2R1A|PPP3CA|PPP3R1|PRDX2|PRKAR1A|PRKCB|PRMT1|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|PTGES3|PTK2B|PTPRN|PURA|QKI|RAB3GAP1|RAB3GAP2|RAN|ROCK2|RPL10|RPL13A|RPL23|RPL5|RPS3|RPS4X|RPS9|RUVBL2|SARS|SEC14L2|SEMA4D|SFPQ|SIRT2|SLC30A9|SMC3|SMPD3|SNX6|SOD2|SORBS1|SORL1|SRI|SRP9|SRRT|STAT1|STRAP|SUB1|SUMO2|SVIP|TCP1|TMPO|TSC22D2|TSFM|UBA3|UBE2O|USP7|WASL|WBP2|WDR61|WFS1|XRCC5|XRCC6|YBX1|YWHAB|YWHAH|YWHAQ|	197
GO:1905369	0.001235	endopeptidase complex	DNAJB2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAD23A|RAD23B|TXNL1|UCHL5|VCP|	27
GO:1902036	0.001281	regulation of hematopoietic stem cell differentiation	HSPA9|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|	22
GO:0000502	0.00133	proteasome complex	DNAJB2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAD23A|RAD23B|TXNL1|UCHL5|VCP|	27
GO:0045930	0.00133	negative regulation of mitotic cell cycle	CARM1|HRAS|MAGI2|PRMT1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RPA2|SKP1|SLC9A3R1|TOM1L2|	29
GO:0010499	0.001383	proteasomal ubiquitin-independent protein catabolic process	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|	12
GO:0005839	0.001441	proteasome core complex	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|	12
GO:0004298	0.001503	threonine-type endopeptidase activity	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|	12
GO:0070003	0.001503	threonine-type peptidase activity	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|	12
GO:0002758	0.001572	innate immune response-activating signal transduction	CNPY3|CTSB|FYN|HRAS|MAP2K6|PAK2|PRKACB|PRKCE|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RFTN1|SKP1|	31
GO:0006355	0.001638	regulation of transcription, DNA-templated	ABCA2|ACTL6B|ACTR3|ADCY1|AGT|APOE|ARF4|ARHGEF11|ARHGEF2|ATP2B4|BAG3|BASP1|BMPR2|C1QBP|CALCOCO1|CALR|CAMK1D|CAMK2A|CAMK2D|CAMKK2|CAND1|CARM1|CBX3|CD200|CD81|CLU|COPS2|CRTC1|CRYAB|CRYM|CUL2|DNAJB1|DNAJB6|DNM2|ENO1|ERBB4|ERC1|EZR|FUBP1|G3BP2|GAS7|GLO1|GRIN1|H1F0|H1FX|H3F3A|HIF1AN|HIGD1A|HIST1H1E|HNRNPAB|HNRNPK|HOPX|HRAS|HSPA8|ILF2|ITGA6|KHDRBS1|LANCL2|LRRFIP1|MAP2K1|MAPK1|MAPK10|MAPK3|MAPK9|MAPRE3|MT3|MTPN|MYEF2|MYO6|NFIA|NME2|NPM1|PA2G4|PARK7|PDE2A|PEX14|PFN1|PIK3R1|PIN1|PLCB1|PLXND1|PPID|PPP1R12A|PPP2CA|PPP2R1A|PPP3CA|PPP3R1|PRDX2|PRKAR1A|PRKCB|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|PTPRN|PURA|RAN|RPL10|RPL23|RPS3|RUVBL2|SARS|SEC14L2|SEMA4D|SFPQ|SIRT2|SLC30A9|SMPD3|SNX6|SOD2|SORL1|SRI|SRRT|STAT1|STRAP|SUB1|SUMO2|TMPO|TSC22D2|TSFM|UBA3|UBE2O|USP7|WASL|WBP2|WDR61|WFS1|XRCC5|XRCC6|YBX1|YWHAB|YWHAH|YWHAQ|	152
GO:0050852	0.001662	T cell receptor signaling pathway	CACNB3|FYN|HRAS|MAPK1|PAK2|PDE4D|PIK3R1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RFTN1|SKP1|THY1|WNK1|	32
GO:0031326	0.001672	regulation of cellular biosynthetic process	ABCA2|ACADVL|ACO1|ACSL3|ACTL6B|ACTN1|ACTN4|ACTR3|ADCY1|AGAP2|AGT|AKAP12|AP2A1|APEX1|APOE|ARF4|ARHGEF11|ARHGEF2|ATP1A1|ATP2B4|BAG3|BASP1|BMPR2|C1QBP|CALCOCO1|CALR|CAMK1D|CAMK2A|CAMK2D|CAMKK2|CAND1|CAPN2|CARM1|CBX3|CCDC88A|CCT2|CCT3|CCT4|CCT5|CCT6A|CCT7|CCT8|CD200|CD47|CD81|CDC42|CIRBP|CLU|COPS2|CRTC1|CRYAB|CRYM|CUL2|CYFIP1|DDAH1|DDX1|DNAJB1|DNAJB6|DNM2|EIF2S1|EIF3E|EIF3H|EIF4A2|EIF4A3|EIF4B|EIF4E|ENO1|ERBB4|ERC1|EZR|FAM3C|FUBP1|FYN|G3BP2|GAS7|GLO1|GRIN1|GRM5|H1F0|H1FX|H3F3A|HABP4|HIF1AN|HIGD1A|HIST1H1E|HNRNPAB|HNRNPK|HOPX|HPCA|HRAS|HSP90AB1|HSPA8|IDH1|ILF2|ITGA6|KHDRBS1|LANCL2|LPCAT1|LRPPRC|LRRFIP1|MAP2K1|MAP2K4|MAPK1|MAPK10|MAPK3|MAPK9|MAPRE3|MT3|MTIF2|MTPN|MYEF2|MYO6|NECAB1|NECAB2|NFIA|NME2|NPM1|PA2G4|PAIP1|PARK7|PDE2A|PDK3|PEX14|PFKFB2|PFN1|PIK3R1|PIN1|PLCB1|PLXND1|PPID|PPP1R12A|PPP2CA|PPP2R1A|PPP3CA|PPP3R1|PRDX2|PRKAR1A|PRKCB|PRMT1|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|PTGES3|PTK2B|PTPRN|PURA|QKI|RAB3GAP1|RAB3GAP2|RAE1|RALY|RAN|ROCK2|RPL10|RPL13A|RPL23|RPL5|RPS3|RPS4X|RPS9|RUVBL2|SARS|SCAI|SEC14L2|SEMA4D|SFPQ|SIRPA|SIRT2|SLC25A12|SLC30A9|SMC3|SMPD3|SNX6|SOD2|SORBS1|SORL1|SRI|SRP9|SRRT|STAT1|STRAP|SUB1|SUMO2|SVIP|TCP1|TMPO|TSC22D2|TSFM|UBA3|UBE2O|USP7|VCP|VPS35|WASL|WBP2|WDR61|WFS1|XRCC5|XRCC6|YBX1|YWHAB|YWHAH|YWHAQ|	223
GO:0032446	0.001674	protein modification by small protein conjugation	CAND1|CDC42|CRBN|CUL2|DCUN1D1|FBXL16|FBXO2|FBXO41|HECTD1|HECW1|MYCBP2|PEX14|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAE1|RANGAP1|RNF170|RRAGA|SEL1L|SKP1|STX1A|SUMO2|TRIM2|TRIM3|TRIM36|UBA3|UBE2F|UBE2K|UBE2O|USP7|VCP|WDR61|	51
GO:1902750	0.001789	negative regulation of cell cycle G2/M phase transition	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|	22
GO:0010972	0.001853	negative regulation of G2/M transition of mitotic cell cycle	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|	22
GO:0090263	0.002034	positive regulation of canonical Wnt signaling pathway	PIN1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|VCP|VPS35|WNK1|WNK2|	26
GO:1903706	0.002055	regulation of hemopoiesis	ATP6AP1|CLPTM1|GNAS|H3F3A|HSPA9|LGALS1|NME2|NUDT21|PIK3R1|PRDX2|PRKCA|PRKCB|PRMT1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTK2B|PTN|SMAP1|STAT1|WDR61|	39
GO:0031146	0.002096	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	CUL2|FBXL16|FBXO2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|	25
GO:0000165	0.00216	MAPK cascade	AGT|BRAF|CAMKK2|CRYAB|DBNL|DLG2|DLG3|DLG4|ERBB4|FYN|GRIN1|HACD3|HRAS|LRRC7|MAP2K1|MAP2K4|MAP2K6|MAPK1|MAPK10|MAPK3|MAPK8IP3|MAPK9|MT3|PEA15|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTK2B|PTPRA|RASAL1|RASGRF1|SHANK3|SHC3|SKP1|SPTB|SPTBN2|SPTBN4|SYNGAP1|YWHAB|YWHAE|	58
GO:0002223	0.002161	stimulatory C-type lectin receptor signaling pathway	FYN|HRAS|PAK2|PRKACB|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|	26
GO:0061013	0.002189	regulation of mRNA catabolic process	APEX1|CIRBP|GTPBP1|HSPA8|MYEF2|NPM1|PAIP1|PRKCA|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|ROCK2|YBX1|YWHAB|	32
GO:0002220	0.002231	innate immune response activating cell surface receptor signaling pathway	FYN|HRAS|PAK2|PRKACB|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|	26
GO:0043488	0.002275	regulation of mRNA stability	APEX1|CIRBP|HSPA8|MYEF2|NPM1|PAIP1|PRKCA|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|ROCK2|YBX1|YWHAB|	31
